MAP INDEX,MUNICIPALITY,BARANGAY,LOT NO. ,SURVEY NO.,TCT NO.,TD NO. ,REGISTERED OWNER,AREA (SQM),AREA (HA),AGREEMENT GROUP,AGREEMENT DOC TYPE,PROPERTY DOCUMENT NO.,AGREEMENT TYPE,AGREEMENT AREA (SQM),AGREEMENT AREA (HA),PRICE/SQM,LAND VALUE,INFUSION STATUS,INFUSED AREA (SQM),INFUSION AREA (HA),INFUSION DATE,INFUSION YEAR,INFUSION REMARKS,INFUSION BATCH,DATE OF TITLE TRANSFER,ACQUISITION GROUP,ACQUISITION CLASS,LAND GROUP,ESTATE LANDS,CLEAN-UP BATCH,CLEAN-UP STATUS,CLEAN-UP TIMELINE,LEGAL REMARKS,TD CLASSIFICATION,DAR STATUS,DATE DAR GRANTED,DAR REFERENCE NO.,CERTIFICATE OF FINALITY,LIAISON REMARKS,CURRENT DOC TYPE,DOCUMENT CONTROL,GIS STATUS,GIS REMARKS,DATE UPDATED,UPDATE LOG,PROJECT,ZONAL VALUE,ZONAL VALUE PRICE/SQM,LAND VALUE PER CONTRACT,CONTRACT PRICE/SQM,PROJECT ALLOCATION,LAND USE CLASSIFICATION,BD INDEX,DOCUMENT LINK,IMAGE LINK
CGAP-0032,CARMONA, ,  4 (1089),,T-77989,04-0010-00292,"MALAPITAN, MANUELA",77592,7.7592,EXTERNAL LOTS,NOT INDICATED,T-77989,ORIGINAL,77592,7.7592,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,193980000,2500,100869600,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0033,CARMONA,LANTIC,1,PSU-96107,T-1291002,04-0010-00297,"CARLOS, CAROLINA (SINGLE) R.",20002,2.0002,EXTERNAL LOTS,NOT INDICATED,T-1291002,ORIGINAL,20002,2.0002,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,UPLOADED ON DRIVE,MAPPED,MAPPED,30-Apr-24,MAPPED ,,50005000,2500,26002600,1300,No Project Allocation,TBD,199,,
CGAP-0034,CARMONA, ,1,,No Title,04-0010-14503,"MAÑABO, NORBERTO & CONSOLACION PAGUIBITAN SPS",33161,3.3161,EXTERNAL LOTS,NOT INDICATED,04-0010-14503,ORIGINAL,33161,3.3161,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,MAPPED,,,,,82902500,2500,43109300,1300,No Project Allocation,TBD,240,,
CGAP-0035,CARMONA, ,2,,T-1081393,04-0010-00217,"CARLOS (ET AL), CAROLINA PAULA",204859,20.4859,EXTERNAL LOTS,NOT INDICATED,T-1081393,ORIGINAL,204859,20.4859,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,MAPPED,,,,,512147500,2500,266316700,1300,No Project Allocation,TBD,261,,
CGAP-0036,CARMONA, ,  1067-B,,No Title,04-0010-00324,"AMBAYEC, RODOLFO R. AND NORMA H. SPS",31611.5,3.16115,EXTERNAL LOTS,NOT INDICATED,04-0010-00324,ORIGINAL,31611,3.1611,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,MAPPED,,,,,79028750,2500,41094950,1300,No Project Allocation,TBD,116,,
CGAP-0037,CARMONA, ,  1067-C,,No Title,04-0010-00325,"AMBAYEC, RODOLFO R. AND NORMA H. SPS",31611.5,3.16115,EXTERNAL LOTS,NOT INDICATED,04-0010-00325,ORIGINAL,31611,3.1611,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,MAPPED,,,,,79028750,2500,41094950,1300,No Project Allocation,TBD,133,,
CGAP-0038,CARMONA,LANTIC,  1067-A,,T-157023,AA-04-0010-00331,"BERNADEZ, JEAN M/TO CARMEN C",31611,3.1611,EXTERNAL LOTS,NOT INDICATED,T-157023,ORIGINAL,31611,3.1611,1300,N/A,INFUSED,31611,3.1611,No Date,2024,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,UPLOADED ON DRIVE,MAPPED,,7-May-24,,,79027500,2500,41094300,1300,No Project Allocation,TBD,147,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/4.%20EXTERNAL%20-%20CARMONA%20GAP/LOT%201067-A,%20AA-04-0010-00331?csf=1&web=1&e=3eC66m",
CGAP-0039,CARMONA, ,42,,T-731830,04-0010-00090,WESTLAND PACIFIC PROPERTIES CORPORATION (GATCHALIAN),19736,1.9736,EXTERNAL LOTS,NOT INDICATED,T-731830,ORIGINAL,19736,1.9736,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,49340000,2500,25656800,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0040,CARMONA, ,41,,T-731846,04-0010-00089,PACIFIC REHOUSE CORPORATION (GATCHALIAN),10717,1.0717,EXTERNAL LOTS,NOT INDICATED,T-731846,ORIGINAL,10717,1.0717,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,26792500,2500,13932100,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0041,CARMONA, ,39,,CLOA 3,04-0010-00084,"CASANO, DANILO M/TO ZENAIDA A",2807,0.2807,EXTERNAL LOTS,NOT INDICATED,CLOA 3,ORIGINAL,2807,0.2807,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,7017500,2500,3649100,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0042,CARMONA, ,38,,T-731832,04-0010-00083,WESTLAND PACIFIC PROPERTIES CORPORATION (GATCHALIAN),3814,0.3814,EXTERNAL LOTS,NOT INDICATED,T-731832,ORIGINAL,3814,0.3814,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,9535000,2500,4958200,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0043,CARMONA, ,32,,T-731845,04-0010-00056,REXLON REALTY GROUP (GATCHALIAN),4671,0.4671,EXTERNAL LOTS,NOT INDICATED,T-731845,ORIGINAL,4671,0.4671,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,11677500,2500,6072300,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0044,CARMONA, ,22,,No Title,04-0010-00057,UNKNOWN,3069,0.3069,EXTERNAL LOTS,NOT INDICATED,04-0010-00057,ORIGINAL,3069,0.3069,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,7672500,2500,3989700,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0045,CARMONA, ,27,,CLOA 53,04-0010-00079,"PRESNOSA, DANTE P M/TO JULITA",1759,0.1759,EXTERNAL LOTS,NOT INDICATED,CLOA 53,ORIGINAL,1759,0.1759,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,4397500,2500,2286700,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0046,CARMONA, ,26,,T-731842,04-0010-00078,ORIENT PACIFIC CORPORATION (GATCHALIAN),13881,1.3881,EXTERNAL LOTS,NOT INDICATED,T-731842,ORIGINAL,13881,1.3881,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,34702500,2500,18045300,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0047,CARMONA, ,8,,CLOA 74,04-0010-00051,"APUNTAR, MARIOA. M/TO FELICISIMA D.",2890,0.289,EXTERNAL LOTS,NOT INDICATED,CLOA 74,ORIGINAL,2890,0.289,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,7225000,2500,3757000,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0048,CARMONA, ,3,,CLOA 2,04-0010-00042,"AMOROSO, FILOMENO M/TO MERCEDES M",3249,0.3249,EXTERNAL LOTS,NOT INDICATED,CLOA 2,ORIGINAL,3249,0.3249,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,8122500,2500,4223700,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0049,CARMONA, ,  1068-F,,T-1192014, ,"AMBAYEC, AMELITA M/TO GERMAN L. ZAMORA (ET AL)",28257,2.8257,EXTERNAL LOTS,NOT INDICATED,T-1192014,ORIGINAL,28257,2.8257,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,MAPPED,,,,,70642500,2500,36734100,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0050,CARMONA, ,53,,T-731849,04-0010-00071,ORIENT PACIFIC CORPORATION (GATCHALIAN),1978,0.1978,EXTERNAL LOTS,NOT INDICATED,T-731849,ORIGINAL,1978,0.1978,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,4945000,2500,2571400,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0051,CARMONA, ,57,,CLOA 158,04-0010-00096,"MARALIT, DELMUNDO P M/TO JULITA T",424,0.0424,EXTERNAL LOTS,NOT INDICATED,CLOA 158,ORIGINAL,424,0.0424,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,UPLOADED ON DRIVE,MAPPED,,20-May-24,,,1060000,2500,551200,1300,No Project Allocation,TBD,223,,
CGAP-0052,CARMONA, ,182,,CLOA-141,04-0010-00023,"CATIBOG, LEONA A. M/TO EDUARDO C.",1582,0.1582,EXTERNAL LOTS,NOT INDICATED,CLOA-141,ORIGINAL,1582,0.1582,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,3955000,2500,2056600,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0053,CARMONA, ,126,,T-1265586,04-0010-00405,"NARVAJA, EMMA (SINGLE)",3029,0.3029,EXTERNAL LOTS,NOT INDICATED,T-1265586,ORIGINAL,3029,0.3029,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,7572500,2500,3937700,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0054,CARMONA, ,125,,CLOA-2879,04-0010-00406,"MIRANDA, CONRADO JR.",9803,0.9803,EXTERNAL LOTS,NOT INDICATED,CLOA-2879,ORIGINAL,9803,0.9803,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,24507500,2500,12743900,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0055,CARMONA, ,87,,CLOA-177,04-0010-00408,"PANOPIO, ARNIDO M. M/TO NELLY A. BOBADILLA",548,0.0548,EXTERNAL LOTS,NOT INDICATED,CLOA-177,ORIGINAL,548,0.0548,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,1370000,2500,712400,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0056,CARMONA, ,96,,CLOA 127,04-0010-00417,"AMATORIO, FERNANDO R. M/TO SOFIA C",575,0.0575,EXTERNAL LOTS,NOT INDICATED,CLOA 127,ORIGINAL,575,0.0575,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,MAPPED,,20-May-24,,,1437500,2500,747500,1300,No Project Allocation,TBD,217,,
CGAP-0057,CARMONA, ,100,,057-2017001201,04-0010-21993,"HUELVES, CHARLENE MAY (SINGLE) M",613,0.0613,EXTERNAL LOTS,NOT INDICATED,057-2017001201,ORIGINAL,613,0.0613,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,MAPPED,,,,,1532500,2500,796900,1300,No Project Allocation,TBD,220,,
CGAP-0058,CARMONA, ,5,BSD-04-002193,057-2016010548,04-0010-20945,"WANG, JIMMY YAP (SINGLE)",10707,1.0707,EXTERNAL LOTS,NOT INDICATED,057-2016010548,ORIGINAL,10707,1.0707,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,MAPPED,,20-May-24,,,26767500,2500,13919100,1300,No Project Allocation,TBD,282,,
CGAP-0059,CARMONA,LANTIC,4,PSD-04-002193,057-2014018838, ,"CORONO, FELIXBERTO P AND RACHEL R. SPS",5353,0.5353,EXTERNAL LOTS,NOT INDICATED,057-2014018838,ORIGINAL,5353,0.5353,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,MAPPED,,20-May-24,,,13382500,2500,6958900,1300,No Project Allocation,TBD,285,,
CGAP-0060,CARMONA, ,  1-A PART,,T-18492,04-0010-00011,"DE ALBERTO, PILAR MARCO",10382,1.0382,EXTERNAL LOTS,NOT INDICATED,T-18492,ORIGINAL,10382,1.0382,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,25955000,2500,13496600,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0061,CARMONA, ,1,,T-918616,04-0010-00010,CATHAY METAL CORPORATION ,3499,0.3499,EXTERNAL LOTS,NOT INDICATED,T-918616,ORIGINAL,3499,0.3499,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,8747500,2500,4548700,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0062,CARMONA, ,2,,T-918615,04-0010-00009,CATHAY METAL CORPORATION ,6016,0.6016,EXTERNAL LOTS,NOT INDICATED,T-918615,ORIGINAL,6016,0.6016,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,15040000,2500,7820800,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0063,CARMONA, ,  1341-P,,No Title,04-0010-00015,"VILLANUEVA, MIGUEL",21870,2.187,EXTERNAL LOTS,NOT INDICATED,04-0010-00015,ORIGINAL,21870,2.187,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,54675000,2500,28431000,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0064,CARMONA, ,  1427-PART,,No Title,04-0010-00016,"MASONGSONG, PAULINA",20793,2.0793,EXTERNAL LOTS,NOT INDICATED,04-0010-00016,ORIGINAL,20793,2.0793,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,51982500,2500,27030900,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0065,CARMONA, ,  1427-PART,,No Title,04-0010-00017,"RODRIGUEZ, CARMEN",41585,4.1585,EXTERNAL LOTS,NOT INDICATED,04-0010-00017,ORIGINAL,41585,4.1585,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,103962500,2500,54060500,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0066,CARMONA, ,1340,,No Title,04-0010-00018,"DIMAYUGA, ASUNCION",32209,3.2209,EXTERNAL LOTS,NOT INDICATED,04-0010-00018,ORIGINAL,32209,3.2209,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,80522500,2500,41871700,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0067,CARMONA, ,1336,,No Title,04-0010-20635,PHILIPPINE NATIONAL BANK,20970,2.097,EXTERNAL LOTS,NOT INDICATED,04-0010-20635,ORIGINAL,20970,2.097,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,52425000,2500,27261000,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0068,CARMONA, ,1425,,No Title,04-0010-00021,"PARIÑO, PABLO",24526,2.4526,EXTERNAL LOTS,NOT INDICATED,04-0010-00021,ORIGINAL,24526,2.4526,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,61315000,2500,31883800,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0069,CARMONA, ,1427,,No Title,04-0010-0027,"MASONGSONG, CONSOLACION",20773,2.0773,EXTERNAL LOTS,NOT INDICATED,04-0010-0027,ORIGINAL,20773,2.0773,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,51932500,2500,27004900,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0070,CARMONA, ,1423,,T-1091199, ,PHILIPPINE NATIONAL BANK,21133,2.1133,EXTERNAL LOTS,NOT INDICATED,T-1091199,ORIGINAL,21133,2.1133,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,52832500,2500,27472900,1300,No Project Allocation,TBD,No ID/Unmapped,,
CGAP-0071,CARMONA, ,  1428-1426 1/2,,No Title,04-0010-00029,"MERCADO, MACARIO",38420,3.842,EXTERNAL LOTS,NOT INDICATED,04-0010-00029,ORIGINAL,38420,3.842,1300,N/A,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,Not Transferred Yet,Not Transferred Yet,EXTERNAL,CGAP - MOA ORIGINAL,CARMONA GAP,Not Included,GAP LOT,GAP-EXTERNAL,More than 10 years,0,AGRICULTURAL,FOR VERIFICATION,,No DAR Reference No.,N/A,,NONE,NOT ON HAND,UNMAPPED,,,,,96050000,2500,49946000,1300,No Project Allocation,TBD,No ID/Unmapped,,
